Unique_ID,Substitution,Library,Sublibrary,ScreeningPlate,ScreeningWell,MALDI,Msamples,Substrate,Abs,Aerror,Asamples,Fluoro,Ferror,Fsamples
H_C1-A10_SL_1_1_F05,C1-A10,SL,1,D2P4,G08,991.4573499999999,2,NA,10.823613670598258,3.399333731379343,3,29.606381755710725,10.695450254227458,3
H_C4-A10_RX_1_1_B08,C4-A10,RX,1,D4P2,B05,1360.628448888889,6,Gln,3.0080135158264114,2.8388345873290106,5,21.265579434320777,7.6017801463729215,5
H_C1-A10_SL_1_1_F02,C1-A10,SL,1,D2P4,G07,991.45425,2,NA,-3.2998290833446156,0.893181772354368,3,0.5262244084261516,3.5380544617750265,3
H_C4-A10_RX_1_1_B01,C4-A10,RX,1,D2P1,A08,991.3347466666667,1,NA,0.09466522630902878,1.6206850373566788,3,2.432013191654041,1.6024888146765492,3
H_C4-A10_RX_4_1_F11,C4-A10,RX,4,D4P4,B06,1331.6035022222225,6,Val,21.418501563774768,7.324900756719665,5,57.89080744395021,12.441058739620265,5
H_C1-A10_SL_1_1_D07,C1-A10,SL,1,D4P3,E05,1346.5848022222224,6,Asn,2.8133331686202494,3.235494667171031,5,27.661694419758817,12.002231488498916,5
H_C1-A10_SL_2_2_B12,C1-A10,SL,2,D2P5,B11,1162.3725433333334,2,NA,0.03735470412196791,1.75981476329622,4,7.373061068299958,3.2947489237924334,4
H_C1-A10_SL_4_2_G08,C1-A10,SL,4,D4P4,H09,1333.5452613333332,5,Thr,34.6165465806824,8.126919155117703,5,78.44644675261745,5.704310960810556,5
H_C1-A10_SL_2_2_B11,C1-A10,SL,2,D2P5,B10,1332.4382933333334,2,NA,-0.18209028226667684,0.855456116335384,4,6.446589496306563,4.02632148153529,4
H_C4-A10_RX_3_2_D11,C4-A10,RX,3,D2P1,H12,1331.6847466666666,1,Val,2.873953641769479,3.7975814263346117,3,3.4698579167937917,2.414781948510886,3
H_C1-A10_RX_1_2_B01,C1-A10,RX,1,D4P3,C02,991.4329799999999,5,NA,4.3387062936197625,2.508221059614708,5,16.2019005189656,3.5115008128974052,5
H_C4-A10_SL_1_3_A01,C4-A10,SL,1,D2P2,H11,991.4027466666666,1,NA,7.100606975530924,3.34743721090332,3,14.214788562731728,2.414567616455034,3
H_C4-A10_RX_2_3_D06,C4-A10,RX,2,D3P1,C08,1331.5249,2,Val,0.42256275493098255,0.420212814662924,3,8.952046139214014,2.168592096383723,3
H_C1-A10_RX_3_3_E05,C1-A10,RX,3,D3P3,C08,991.4101933333333,1,NA,-1.245037916057797,1.2717622386522305,3,3.3845138654702773,1.6854673093836776,3
H_C4-A10_RX_1_2_C03,C4-A10,RX,1,D4P2,C12,1303.520348888889,6,Ala,4.717837807931753,2.56961505692016,5,28.40827760699019,9.585370694069788,5
H_C1-A10_SL_4_1_B02,C1-A10,SL,4,D3P3,F09,991.3926933333332,2,NA,0.677610848818284,1.9463478358505772,3,7.702112094892567,0.20766023314118237,3
H_C4-A10_RX_3_1_C02,C4-A10,RX,3,D4P1,B09,1331.6055411111108,6,Val,34.747765329222396,3.8095037047631197,5,73.80683687231142,7.120957998325655,5
H_C4-A10_SL_1_3_A07,C4-A10,SL,1,D2P2,H12,NA,0,NA,2.9552066491696913,2.3925247971390875,3,3.812886423762151,2.050292136282283,3
H_C4-A10_RX_4_2_C12,C4-A10,RX,4,D4P4,C04,1331.615968888889,6,Val,39.91886507211615,8.383259181026968,5,77.05712965145236,8.505979868865895,5
H_C1-A10_RX_4_2_G12,C1-A10,RX,4,D2P4,D04,991.3779,1,NA,-1.6816244201096053,0.9743640126453934,3,3.9053481430784838,3.6597238107265677,3
H_C4-A10_SL_4_3_D03,C4-A10,SL,4,D4P3,B07,1333.56156,5,Thr,-1.5768401478839311,0.8083118161886182,5,8.33345125851217,3.010177013050491,5
H_C1-A10_RX_1_3_D12,C1-A10,RX,1,D4P3,C04,1289.54662,5,Gly,5.608075155957684,3.5077948076006202,5,25.529493271763148,8.18926943472943,5
H_C4-A10_RX_3_1_E09,C4-A10,RX,3,D1P1,D04,1331.6790233333334,2,Val,6.801052539516681,2.3134561703134,3,22.290836949104772,2.48737211137974,3
H_C1-A10_RX_1_3_D10,C1-A10,RX,1,D2P3,E03,991.4130866666667,2,NA,1.9231939463369752,1.1165659820349616,3,10.509143224457434,2.6903823356002303,3
H_C1-A10_RX_1_3_H08,C1-A10,RX,1,D2P3,E10,991.3493866666665,1,NA,2.235107346017832,1.3571763223046263,3,8.733175363986254,2.5288268701147825,3
H_C4-A10_SL_1_1_A05,C4-A10,SL,1,D4P2,H03,1333.667131111111,3,Thr,-1.9697017406199218,1.3891533685592745,4,2.455904231024746,3.691092706557119,4
H_C4-A10_SL_2_2_D10,C4-A10,SL,2,D1P1,G10,991.4417233333331,2,NA,2.4161378278011383,4.6249769710133775,3,10.813502708252003,6.733281547801831,3
H_C4-A10_SL_2_3_H09,C4-A10,SL,2,D1P2,B08,991.4232733333332,1,NA,-0.5645686273514853,1.2006172617994844,3,1.6086845405463912,2.3607521007344,3
H_C4-A10_SL_2_2_D12,C4-A10,SL,2,D1P1,G11,991.3892733333332,1,NA,11.502460022046753,3.290041836657687,3,26.238960313545448,2.6229199040506557,3
H_C4-A10_SL_2_3_H04,C4-A10,SL,2,D1P2,B07,NA,0,NA,-1.0425942050105823,1.094059436765121,3,1.9663437254983298,2.5688929164051517,3
H_C4-A10_SL_2_3_H01,C4-A10,SL,2,D4P1,F09,1319.533741111111,6,Ser,7.8464647037254975,3.712658512293667,5,33.582931441247396,6.859981167463877,5
H_C1-A10_RX_3_2_F11,C1-A10,RX,3,D3P3,A04,1289.4217433333333,2,Gly,-0.34297601145475465,1.9390694629927583,3,7.825238689550544,1.6770877863013585,3
H_C4-A10_RX_4_3_H09,C4-A10,RX,4,D4P4,E10,1319.5412977777778,6,Ser,0.5117022610128182,3.6972094817297765,5,9.358338176398709,3.8165978800993314,5
H_C4-A10_RX_1_3_H12,C4-A10,RX,1,D2P1,G10,1310.6581966666668,2,NA,-0.7093540767207956,0.7239754580517197,3,1.0805781469756779,2.053705089752928,3
H_C4-A10_RX_2_3_G10,C4-A10,RX,2,D4P3,H11,1331.5958613333335,5,Val,50.918403799288726,14.293550233782328,5,83.40240241592703,14.795261747240476,5
H_C4-A10_RX_2_3_G11,C4-A10,RX,2,D4P3,H12,1331.5939413333333,5,Val,53.23582704076049,10.601749667284512,5,85.57524077177894,12.423346772239277,5
H_C4-A10_RX_4_3_H02,C4-A10,RX,4,D4P4,E07,1369.563976,5,His,0.1694678347410751,2.8583748600918533,5,13.311150328386095,4.2205849237324085,5
H_C4-A10_RX_4_3_H03,C4-A10,RX,4,D3P2,C07,1331.5422866666668,2,Val,2.6792874815186014,4.053469568231198,3,13.85386960082313,6.688671150892582,3
H_C4-A10_RX_4_3_H05,C4-A10,RX,4,D4P4,E08,1331.5802144444442,6,Val,42.28713318172421,9.66536599574121,5,82.7201665318427,7.005730286980317,5
H_C4-A10_RX_4_3_H07,C4-A10,RX,4,D4P4,E09,1303.5557977777778,6,Ala,21.06480843770012,6.209131994506918,5,58.46722241787701,4.284689913365113,5
H_C1-A10_SL_4_1_A02,C1-A10,SL,4,D3P3,F06,991.4071433333332,2,NA,3.8139411282114524,2.840639600825373,3,13.655090115659592,1.3879150231813455,3
H_C4-A10_RX_1_2_F02,C4-A10,RX,1,D4P2,D03,1345.6301155555554,6,Xle,-0.34063241275413747,1.485895846548369,5,9.566482743636845,6.7391090100726,5
H_C4-A10_RX_1_2_F03,C4-A10,RX,1,D4P2,D04,1345.6251655555554,6,Xle,-0.6609765312492446,1.815116537120529,5,3.963393831209449,2.962830938421678,5
H_C1-A10_SL_4_1_A05,C1-A10,SL,4,D3P3,F07,991.4071433333332,2,NA,6.463521497358582,2.0717032113303717,3,15.323892792605236,1.0599238861634401,3
H_C4-A10_SL_2_1_F08,C4-A10,SL,2,D4P1,D01,1359.540691111111,6,NA,19.719123542314176,5.866802652129925,5,55.45372502163116,6.814982756452728,5
H_C1-A10_RX_4_1_E06,C1-A10,RX,4,D2P4,B01,NA,0,NA,2.5376734579929394,2.4117668327330475,3,20.955364032906875,7.022183285450813,3
H_C1-A10_SL_4_1_H08,C1-A10,SL,4,D3P3,G08,991.4275933333332,2,NA,2.1072153988717925,1.4452604189022618,3,7.632008716238569,0.5869419074582343,3
H_C4-A10_RX_4_3_G08,C4-A10,RX,4,D3P2,C03,1331.5929366666667,2,Val,3.1594115303952752,4.425014872619477,3,19.21476438666103,10.087287838626711,3
H_C1-A10_RX_4_3_E11,C1-A10,RX,4,D2P4,E08,991.41935,2,NA,0.6224025066798532,1.3823488302226739,4,5.668372133126791,3.6502705679132963,4
H_C4-A10_RX_1_2_F08,C4-A10,RX,1,D4P2,D05,1395.5951155555556,6,Tyr,-0.3315738216088951,2.0674128557680045,5,4.832058116054898,3.228141074510161,5
H_C1-A10_RX_2_2_A04,C1-A10,RX,2,D4P3,C11,1289.5187644444445,6,Gly,3.831061566575907,1.4688671978181693,5,19.928430052834646,6.012338868830345,5
H_C4-A10_SL_2_2_G03,C4-A10,SL,2,D1P1,H06,NA,0,NA,-0.9947296428047055,1.6542697877037111,3,3.7855289606178695,0.48390318333476334,3
H_C4-A10_SL_2_2_G04,C4-A10,SL,2,D4P1,E05,1345.6014346666666,5,Xle,0.5954883804643673,1.5675029714107653,5,15.09296538329688,4.212302072751651,5
H_C4-A10_SL_1_1_D12,C4-A10,SL,1,D2P2,F07,991.3571966666666,2,NA,7.392749890227289,12.550523467842464,3,15.025869804497878,17.863450515982475,3
H_C4-A10_SL_3_1_E01,C4-A10,SL,3,D1P2,C01,NA,0,NA,1.3249068013365282,0.9092252726835908,3,2.6302315398465197,2.8488524535602022,3
H_C4-A10_RX_3_2_C12,C4-A10,RX,3,D4P2,F11,1303.5135493333335,5,Ala,16.988581336913807,17.782165403749623,5,36.167883052590284,6.80600048636642,5
H_C4-A10_SL_1_3_B04,C4-A10,SL,1,D4P3,A11,1333.599631111111,6,Thr,18.821913422285604,6.480719594173177,5,54.1801761790775,7.540304910964836,5
H_C4-A10_RX_3_2_H03,C4-A10,RX,3,D4P2,G05,1331.5950822222221,6,Val,16.005675720785078,4.353354034203438,5,51.78777744825345,5.8987038663578995,5
H_C1-A10_RX_4_2_C05,C1-A10,RX,4,D2P4,C04,991.42985,2,NA,19.712155137831626,2.575387080861339,3,42.66461623161566,10.775572743162527,3
H_C4-A10_RX_4_2_E09,C4-A10,RX,4,D4P4,C08,1303.5771355555557,6,Ala,3.6679890318986543,1.7709197772972092,5,26.298839088790185,5.577307819886413,5
H_C4-A10_SL_4_2_B12,C4-A10,SL,4,D1P2,H02,991.4014733333332,1,NA,1.3644252656719091,0.9360278460935102,3,2.5503612225219983,2.632758252118093,3
H_C4-A10_RX_4_2_E04,C4-A10,RX,4,D4P4,C07,1331.627702222222,6,Val,41.21760162392129,9.870994089376714,5,77.63026352655206,12.000146511651018,5
H_C1-A10_SL_1_3_G06,C1-A10,SL,1,D2P5,A05,991.3362433333332,2,NA,15.736473066541386,2.5379724726627715,4,34.057088338360835,7.930241227016969,4
H_C4-A10_RX_4_2_A06,C4-A10,RX,4,D3P1,F12,1331.5439000000001,2,Val,8.598061856569757,4.3737998249062455,3,33.69850596748217,13.223161584258028,3
H_C1-A10_SL_2_1_A02,C1-A10,SL,2,D2P5,A09,991.3203933333332,2,NA,3.5897692573483386,1.0955275712153836,4,5.0477773736533305,2.950587894015053,4
H_C1-A10_RX_2_2_D04,C1-A10,RX,2,D2P3,H02,991.2399866666666,2,NA,0.8181699593722817,0.3645904812107358,3,4.709721128533878,2.9293299016589684,3
H_C1-A10_RX_4_1_F11,C1-A10,RX,4,D2P4,B04,991.40805,2,NA,-0.46203214297280115,1.4728984275666712,3,7.971634906357942,3.776034648107063,3
H_C4-A10_SL_1_1_B08,C4-A10,SL,1,D4P2,H07,1345.6308866666668,4,Xle,2.45222447066594,2.6273527705064583,5,18.22511077249407,4.565128848694769,5
H_C4-A10_SL_1_1_B09,C4-A10,SL,1,D2P2,F01,991.3243966666666,2,NA,32.04488893320646,14.602147625712155,3,50.854443824009614,21.22803815901828,3
H_C4-A10_SL_2_3_E02,C4-A10,SL,2,D4P1,F06,1289.5439911111112,6,Gly,2.9428452313381355,1.3943635041711744,5,22.018067341497055,3.758040189047579,5
H_C4-A10_RX_3_2_G04,C4-A10,RX,3,D4P2,G04,1331.5855493333333,5,Val,27.557655294907182,16.97262225364872,5,57.78330548128939,15.723525783090501,5
H_C4-A10_RX_3_2_G07,C4-A10,RX,3,D2P2,B03,1331.6597966666668,2,Val,-0.16990202820935685,1.5782154655339946,3,3.0939276844884076,2.8844219752358486,3
H_C4-A10_SL_2_3_E01,C4-A10,SL,2,D4P1,F05,1346.5517183333334,4,Asn,0.14344259427652628,1.5700847539316496,5,10.210892315181226,2.663044352492556,5
H_C4-A10_RX_2_2_H12,C4-A10,RX,2,D4P3,G11,1379.5830688888889,6,Phe,3.171958698253452,1.4818450412825537,5,19.6648794793418,6.893155763900294,5
H_C4-A10_SL_1_1_G01,C4-A10,SL,1,D2P2,G01,NA,0,NA,4.173813563312625,0.1593201967337125,3,17.896579123952797,3.7204544507777446,3
H_C1-A10_RX_3_1_C02,C1-A10,RX,3,D3P2,E01,991.4120866666666,1,NA,3.472649510522729,2.6372444183083763,3,7.702365961131455,2.863070434533385,3
H_C1-A10_RX_3_1_C01,C1-A10,RX,3,D4P4,F01,1333.5427359999999,5,Thr,8.926890684785098,5.8549475335528145,5,32.09359916969488,11.310061581168624,5
H_C4-A10_RX_2_1_B09,C4-A10,RX,2,D4P1,A03,1331.6496146666666,5,Val,47.70411337175126,15.467767295197858,5,82.71448166688818,14.514085381098347,5
H_C1-A10_SL_2_1_H02,C1-A10,SL,2,D2P5,B04,991.3496433333332,2,NA,-0.7602345529626,0.9434943445221242,4,2.823998637507032,3.954574472355578,4
H_C1-A10_SL_2_1_H03,C1-A10,SL,2,D2P5,B05,991.3496433333332,2,NA,-0.7397351683252937,0.8069233246623823,4,3.2762140776705397,4.149384382759839,4
H_C1-A10_SL_4_2_B07,C1-A10,SL,4,D3P3,G09,991.4275933333332,2,NA,0.9149319884508578,1.3455078326233343,3,7.953752010089125,0.3723057598272951,3
H_C1-A10_SL_2_2_F04,C1-A10,SL,2,D2P5,C01,991.3619433333333,2,NA,0.7840219183437778,2.157094715070226,4,2.7567103285562595,3.3466270785902963,4
H_C4-A10_RX_4_3_A07,C4-A10,RX,4,D3P2,A02,1289.5999866666666,1,Gly,0.8916597367014202,2.506534163666707,3,3.3724826818492577,1.8727863571713932,3
H_C4-A10_RX_2_1_B05,C4-A10,RX,2,D4P1,A02,1361.6211546666666,5,Glu,6.0094076363162605,4.230017062522958,5,27.40389467963367,7.100522906560945,5
H_C4-A10_SL_1_2_B10,C4-A10,SL,1,D4P3,A02,1303.6148844444444,6,Ala,3.144832297954049,2.2213309533735055,5,22.449417980494694,5.3605465968544435,5
H_C4-A10_RX_2_1_F10,C4-A10,RX,2,D4P1,A08,1331.5836546666665,5,Val,14.294519442742327,20.559464767332965,5,34.41859385727818,29.57574366210842,5
H_C1-A10_RX_4_3_B09,C1-A10,RX,4,D2P4,D10,1289.4634,2,Gly,-0.9534874940737224,1.7827938660317386,3,5.970897809660905,4.315171614075955,3
H_C4-A10_RX_4_1_G07,C4-A10,RX,4,D4P4,B07,1395.5870188888887,6,Tyr,-0.8034319420954746,1.7091738824196292,5,7.190486230502461,3.11024161665275,5
H_C1-A10_RX_4_3_H04,C1-A10,RX,4,D2P4,F06,1289.4906,2,Gly,-2.231239315573006,1.3218449450380119,3,4.126498388398065,3.4774092790483073,3
H_C1-A10_RX_4_1_H10,C1-A10,RX,4,D2P4,B09,991.3757,2,NA,0.7259373806783375,1.6360920994406893,3,8.079180069603199,3.740947451414136,3
H_C1-A10_RX_3_1_E10,C1-A10,RX,3,D3P2,F03,991.4094366666666,2,NA,0.773499603526691,2.274118374608407,3,3.077471615632153,3.6323169666091144,3
H_C1-A10_RX_4_3_A12,C1-A10,RX,4,D2P4,D09,1289.4683,2,Gly,0.3213730338266307,1.897077507584577,3,10.251480006771114,5.554827955217217,3
H_C1-A10_SL_2_3_C11,C1-A10,SL,2,D2P5,C06,991.3653433333333,2,NA,0.7834725251803025,1.0881008643186811,4,7.0469993540849,4.53995111243255,4
H_C4-A10_SL_2_2_B05,C4-A10,SL,2,D4P1,D07,1289.5271183333332,4,Gly,1.5657010320019586,2.8866177840326483,5,17.298437849653023,4.586516673318495,5
H_C4-A10_SL_4_1_G11,C4-A10,SL,4,D1P2,G04,991.3701733333332,1,NA,1.9661042781274787,2.2789035524718853,3,5.488824522513468,0.6015311173246508,3
H_C4-A10_SL_2_2_B07,C4-A10,SL,2,D4P1,D08,1319.5374146666668,5,Ser,0.9183507262775727,2.151980690928302,5,18.025558634623728,5.194930770777844,5
H_C4-A10_SL_2_2_B01,C4-A10,SL,2,D1P1,G02,991.3865733333332,1,NA,0.8268259840901493,3.003520689969178,3,4.9608366973264735,2.5845836194865432,3
H_C4-A10_RX_3_3_H10,C4-A10,RX,3,D2P2,E04,1289.5737466666665,2,Gly,-0.9962094817832265,1.1923956857815388,3,1.639913609844294,2.4759281087434797,3
H_C4-A10_RX_3_1_H01,C4-A10,RX,3,D4P1,C06,1331.6254911111112,6,Val,27.838591448110748,6.654310659619745,5,65.95954989531887,6.913795467763607,5
H_C4-A10_RX_3_3_H12,C4-A10,RX,3,D2P2,E06,1331.6497466666665,2,Val,-0.5344264344070196,1.698357609604481,3,3.8946451997358764,3.5052457170797675,3
H_C4-A10_SL_4_3_H11,C4-A10,SL,4,D2P3,B07,1289.4999866666667,1,Gly,-0.9087418525820872,0.9574327834707521,3,1.4908626520083343,3.1860257176743927,3
H_C1-A10_SL_1_2_C03,C1-A10,SL,1,D4P3,E10,1319.5698355555553,6,Ser,-1.3082133741744864,1.4517921040510278,5,9.353197161223898,8.170540466195144,5
H_C1-A10_SL_1_2_C02,C1-A10,SL,1,D2P4,H02,991.48225,2,NA,-0.021718920779910517,1.7724690265382614,3,4.078042928716598,3.268526080727678,3
H_C1-A10_SL_2_1_G01,C1-A10,SL,2,D2P5,B02,991.4275933333332,1,NA,0.22728122729780903,0.7562812636614622,4,3.311658530283683,4.750640209213292,4
H_C4-A10_SL_2_3_B04,C4-A10,SL,2,D4P1,E11,1319.5220346666667,5,Ser,8.355848782188165,2.219907663193495,5,34.90912072786546,5.1864162597683885,5
H_C4-A10_SL_2_3_B07,C4-A10,SL,2,D1P2,A04,991.3914733333332,1,NA,63.85440081541187,15.667821219429433,3,78.54280530182685,16.787790367480014,3
H_C4-A10_SL_1_2_F04,C4-A10,SL,1,D2P2,H04,991.3429966666666,2,NA,6.272033995635252,2.307338342204002,3,13.554619846319156,3.9579641380506,3
H_C4-A10_SL_1_2_F03,C4-A10,SL,1,D2P2,H03,991.3492466666667,1,NA,0.10745001467401044,0.939018301726411,3,1.4542991366629785,2.7212986888625026,3
H_C4-A10_SL_1_2_F02,C4-A10,SL,1,D2P2,H02,991.3492466666667,1,NA,2.4654894450614635,1.3583563561975536,3,6.005811550277745,3.3167105837974393,3
H_C4-A10_RX_2_2_H09,C4-A10,RX,2,D4P3,G10,1303.5118766666667,4,Ala,0.852139260000806,1.8122494441603856,5,10.124471321156893,2.6711888900206873,5
H_C4-A10_SL_3_3_B12,C4-A10,SL,3,D4P1,H02,1319.592641111111,6,Ser,15.16411069413239,7.531284377497124,5,48.11914064650603,12.54088149638568,5
H_C4-A10_RX_2_2_H07,C4-A10,RX,2,D3P1,B11,1289.44105,2,Gly,0.7156920304495547,0.06261016346241878,3,4.699056395002766,2.0304534961880454,3
H_C4-A10_SL_2_2_H07,C4-A10,SL,2,D4P1,E07,1360.5736946666668,5,Gln,1.616369264436353,2.3365082384242366,5,14.970166184466255,7.94752763524058,5
H_C4-A10_SL_2_2_H04,C4-A10,SL,2,D1P1,H08,991.3924733333332,1,NA,-1.0439459758117353,2.3209489195107773,3,3.7260350633883603,1.8966411341791862,3
H_C4-A10_SL_2_2_H05,C4-A10,SL,2,D4P1,E06,1345.6078346666668,5,Xle,-1.3694423233064499,2.7646376094635188,5,8.33810653730398,5.872803811238198,5
H_C1-A10_RX_3_3_G05,C1-A10,RX,3,D3P3,C12,991.3326933333333,2,NA,1.8419306222739482,1.8139123893635785,3,8.74235964416364,0.40252797373500643,3
H_C4-A10_RX_2_2_H01,C4-A10,RX,2,D4P3,G09,1331.5665855555555,6,Val,14.309231694992167,5.360609589801507,5,47.2752064750303,13.160977041354247,5
H_C4-A10_RX_2_1_E05,C4-A10,RX,2,D1P1,A08,1331.7288733333332,1,Val,1.9166442136840212,1.7088798004779828,3,20.054738615642766,3.8724862428206652,3
H_C4-A10_SL_1_2_G11,C4-A10,SL,1,D2P2,H08,991.3890966666665,2,NA,20.505073754334912,8.843041967281952,3,36.95953841122442,8.072344705490403,3
H_C4-A10_SL_2_3_A12,C4-A10,SL,2,D4P1,E10,1319.5252546666666,5,Ser,0.5656741015504096,1.9623878254369769,5,6.964601794219471,3.4002937658278505,5
H_C4-A10_RX_4_1_B08,C4-A10,RX,4,D3P1,D11,1331.5315,2,Val,3.63713472878265,1.8170739318268334,3,20.52192718310292,8.17610462990961,3
H_C4-A10_RX_2_3_C08,C4-A10,RX,2,D4P3,H02,1331.5917613333334,5,Val,44.284104636311056,7.928314785744551,5,79.59746238516924,12.027232672274222,5
H_C4-A10_RX_2_1_E03,C4-A10,RX,2,D1P1,A07,1331.7068733333333,1,Val,2.5584950332800234,1.718733409462261,3,11.557078672178301,2.0648913833314944,3
H_C4-A10_RX_4_2_H11,C4-A10,RX,4,D4P4,D01,1289.5697855555557,6,Gly,6.36482010551796,2.768042906084146,5,31.262816116538648,8.466403412764231,5
H_C4-A10_RX_4_1_B05,C4-A10,RX,4,D3P1,D10,991.3353,1,NA,-0.19975682041991707,0.33910648280922345,3,1.9097451059666695,1.827055477516312,3
H_C1-A10_RX_4_2_F08,C1-A10,RX,4,D2P4,C12,991.3159,1,NA,3.6198792772916355,1.9254080196842456,3,8.741354011821098,1.6170192938650494,3
H_C4-A10_SL_1_3_D04,C4-A10,SL,1,D2P3,A05,991.4473366666666,2,NA,3.3269727966466434,2.0726455546945974,3,10.119186531063882,2.707029223759285,3
H_C1-A10_RX_3_1_A06,C1-A10,RX,3,D3P2,D06,991.3516866666666,1,NA,-1.0924804679842923,2.8559791370718295,3,1.3434143184613714,3.2916730939022925,3
H_C1-A10_RX_4_3_F07,C1-A10,RX,4,D2P4,E11,991.4258500000001,2,NA,2.093783515547221,0.5135237018511835,3,7.721257533357391,4.19798468425555,3
H_C4-A10_SL_1_3_D01,C4-A10,SL,1,D4P3,B01,1303.4840477777777,6,Ala,9.023715533305246,1.679061129466784,5,40.922188809294205,3.6173920492347738,5
H_C4-A10_SL_4_3_F12,C4-A10,SL,4,D2P3,B06,1331.5143866666667,1,Val,7.3456017647235585,0.3419292665665236,3,35.37725212917799,2.8060923005818403,3
H_C1-A10_RX_4_3_F04,C1-A10,RX,4,D2P4,E10,1289.51535,2,Gly,0.206021469880351,2.112437541572532,3,7.33040538000651,4.239157784429366,3
H_C4-A10_SL_4_2_A01,C4-A10,SL,4,D4P2,A03,1345.6655744444445,6,Xle,8.622401482972583,2.1161512305780428,5,36.00822364868325,4.782307315411274,5
H_C4-A10_SL_1_3_H12,C4-A10,SL,1,D2P3,A07,991.4378366666666,2,NA,1.3808448050434652,1.8267381910549794,3,7.206253163491492,1.77138884240626,3
H_C1-A10_RX_4_2_H06,C1-A10,RX,4,D2P4,D05,1289.4506,1,Gly,-2.5022577144075764,1.1285670286312894,3,3.262591692689236,4.36915842755952,3
H_C1-A10_RX_3_2_C03,C1-A10,RX,3,D3P2,H03,991.3894866666666,2,NA,3.5722126701053174,3.775668511312177,3,7.666955054665112,2.5526929212286307,3
H_C4-A10_SL_4_2_A05,C4-A10,SL,4,D1P2,G08,991.3827733333333,1,NA,0.5199480340532496,1.8269609151787713,3,2.370102039779763,2.57300447642754,3
H_C1-A10_RX_4_2_E09,C1-A10,RX,4,D2P4,C10,991.3819,2,NA,0.5008583362602049,1.5846608013755987,3,7.445679518007896,3.34784388985373,3
H_C4-A10_SL_4_2_A06,C4-A10,SL,4,D1P2,G09,991.3854733333333,1,NA,0.23042004987139728,1.6687170966568967,3,2.4300539502496994,2.07159572769219,3
H_C4-A10_RX_4_3_D04,C4-A10,RX,4,D3P2,B05,1289.5338866666666,2,Gly,-0.6738477761152536,2.656603709650517,3,2.690363180954885,3.390594837207217,3
H_C4-A10_RX_4_3_D06,C4-A10,RX,4,D3P2,B06,1331.5134866666667,1,Val,10.881536239784412,4.195657419354279,3,44.427636815103796,4.648372387689686,3
H_C1-A10_RX_4_1_E12,C1-A10,RX,4,D2P4,B02,1289.4845,1,Gly,-0.37039760273977107,1.6895116006661253,3,5.99857189047473,3.286272981134428,3
H_C4-A10_RX_4_3_D01,C4-A10,RX,4,D4P4,D10,1331.6194977777777,6,Val,44.00215787497751,10.306174204826265,5,84.47980003682838,7.610998761962895,5
H_C4-A10_RX_4_3_D02,C4-A10,RX,4,D4P4,D11,1331.6075644444443,6,Val,40.894666653694586,8.887029682717504,5,82.45692000358873,9.086289693209752,5
H_C4-A10_RX_4_3_D03,C4-A10,RX,4,D3P2,B04,1161.5109866666667,2,NA,0.20593899081078684,2.8221698018911034,3,3.512249531076982,2.9675198869201918,3
H_C1-A10_SL_3_3_G02,C1-A10,SL,3,D3P3,F02,991.3477933333332,2,NA,3.453576369554456,1.2332326038999282,3,7.618481911060587,1.818939355182483,3
H_C1-A10_RX_4_2_D07,C1-A10,RX,4,D2P4,C08,991.3347,1,NA,-0.6533275340511832,1.9949036657117318,4,3.5022981401477398,2.905320398316681,4
H_C4-A10_RX_4_3_D08,C4-A10,RX,4,D4P4,D12,1331.5754644444444,6,Val,39.981267039531645,10.650446270968644,5,79.85115232655092,7.261174938712954,5
H_C4-A10_RX_3_2_E11,C4-A10,RX,3,D2P2,A03,1331.6713966666666,2,Val,7.612975713683337,4.168959191230594,3,26.48934611083541,3.5607081166407277,3
H_C1-A10_SL_1_3_F09,C1-A10,SL,1,D4P3,F03,1333.5517386666666,5,Thr,91.78776805242431,16.429776319227493,6,109.30265351175801,9.258671686823254,6
H_C4-A10_SL_3_3_H03,C4-A10,SL,3,D4P1,H06,1333.600841111111,6,Thr,78.4995061545329,21.69106800468597,5,97.44471863364319,12.58431987451753,5
H_C4-A10_RX_4_1_E12,C4-A10,RX,4,D4P4,B01,1331.6096688888886,6,Val,42.53429988332151,7.505571748003436,5,79.07175030476732,10.267746333844428,5
H_C4-A10_SL_3_3_H04,C4-A10,SL,3,D1P2,E08,991.4154733333332,2,NA,-0.6158999513814966,0.8323722101369836,3,2.05816608660269,2.0469699572345705,3
H_C1-A10_SL_4_1_D09,C1-A10,SL,4,D4P4,H03,991.4283355555555,3,NA,-1.5915079775505745,1.1062031437963502,5,3.4193436261169508,1.5633269849152496,5
H_C4-A10_RX_3_3_B12,C4-A10,RX,3,D2P2,C01,NA,0,NA,-0.4183385129397011,0.7314968998074293,3,1.170389373941438,1.674860297863871,3
H_C4-A10_SL_3_3_H08,C4-A10,SL,3,D4P1,H07,1360.5519146666666,5,Gln,-0.21318788518397452,0.5008208315743211,5,5.294195515679101,2.9905874266967105,5
H_C4-A10_SL_3_3_H09,C4-A10,SL,3,D1P2,E10,991.4162733333333,2,NA,33.57891422891374,5.888899981637995,3,56.097609967060805,10.057851857473477,3
