Sample,ScreeningPlate,ScreeningWell,Average,StandardDeviation,Samples,Data
C1-A10-RX3-1_G07,D4P4,F08,1.9979905234698432,3.709349506248027,5,8.68918145392,-2.62974815639,2.19623131904,0.791512293702,0.942775707082
C1-A10-RX3-1_H12,D4P4,F09,4.306512758491619,3.3896821506965877,5,10.440755581,0.166968136914,3.79467186485,4.37857864601,2.75158956369
C4-A10-SL4-1_G08,D4P2,A01,-0.5635760203891601,1.035802618861775,5,1.35957792208,-1.30509444762,-0.298895386615,-1.2798922196,-1.29357597018
C4-A10-SL3-2_A10,D4P1,G06,15.19831680929878,5.155447738689418,5,18.557224026,11.9175729823,14.7498375569,22.8191310205,7.94781846086
C4-A10-SL3-2_A12,D4P1,G07,-0.7593086440565073,1.4836261550566257,5,2.02922077922,-0.686891814539,-1.19558154646,-2.189289323,-1.7540013155
C1-A10-SL3-3_F09,D4P4,G12,16.421302828664544,4.233263126496595,5,13.1904828162,15.2358424934,21.5724496426,21.1013809363,11.0063582548
C1-A10-RX2-1_E02,D4P3,C08,2.7034187506732055,2.0087995738321065,5,4.8425872925,-0.459162376513,4.57439896036,1.347254968,3.21201490901
C1-A10-RX2-1_E04,D4P3,C09,13.235648006620755,6.199554507885735,5,11.4024041214,3.92375121748,10.8122157245,18.5752778713,21.4645910984
C4-A10-RX2-1_E12,D4P1,A07,1.9494579516808888,1.6614806782130072,5,3.52069805195,-0.686891814539,0.948667966212,3.77231391041,2.19250164438
C4-A10-RX2-1_E10,D4P1,A06,56.96514814325781,13.063536235258063,5,52.3741883117,52.8906697195,57.5958414555,80.7679353318,41.1971058978
C1-A10-SL2-2_A09,D4P3,F07,-0.9982460113331809,1.4569055424066715,6,1.51176948052,-0.309101316543,-2.04535967719,-0.883690708252,-3.19973054901,-1.06336329752
C1-A10-SL1-3_D05,D4P3,F01,48.648179959810044,7.526678863356109,6,42.2991071429,54.848311391,47.7946291916,36.8940870695,59.5486695857,50.5042753782
C1-A10-SL1-3_D07,D4P3,F02,1.550177045177284,3.701394336573372,6,2.82061688312,6.86891814539,4.96730207319,-0.0259909031839,-3.80599528461,-1.52378864284
C4-A10-RX2-3_C10,D4P3,H03,39.69770761523576,11.629845620221426,5,22.2098214286,37.8477389811,48.97985705,55.4563826204,33.9947379961
C1-A10-RX2-1_B04,D4P3,C06,2.86249785387055,1.1805016358489488,5,3.53749284488,1.71142340337,4.76933073424,2.66082856181,1.63341372506
C4-A10-RX4-1_H08,D4P4,B08,30.150435681537562,10.862692735236942,5,14.1741071429,32.1121923297,35.6465237167,45.9077130347,22.9116421837
C4-A10-SL4-2_A10,D4P2,A04,7.331538913002726,3.1624783202987743,5,7.96469155844,4.12135088724,8.35607537362,12.4115863927,3.80399035299
C1-A10-RX1-3_B04,D4P3,C03,3.983837192106128,2.6788849084536928,5,8.03663423011,-0.375678308056,4.45743989604,4.22701246211,3.57377768033
C1-A10-RX3-1_F08,D4P4,F07,14.278706713955842,7.048608208492666,5,23.8008013738,3.29762070405,15.5685510071,18.5752778713,10.1512826135
C4-A10-SL3-2_B02,D4P1,G08,5.541541462986703,2.4232085474242004,5,7.17329545455,3.5718374356,6.91358024691,8.21825530482,1.83073887305
C4-A10-RX2-3_G07,D4P3,H10,6.8027540723861195,1.5358345411842556,5,4.31209415584,6.97195191757,9.05782975958,6.34893903671,7.32295549222
C4-A10-SL2-2_E11,D4P1,E02,20.00313126998576,2.543062557992991,5,20.5661525974,17.6531196337,19.9740090968,24.4358369821,17.3865380399
C4-A10-SL4-3_A11,D4P3,B04,16.524698232442503,4.8487559727254945,5,14.1156267888,15.3193265618,15.7244964263,25.7999326373,11.6641087481
C1-A10-RX2-1_F08,D4P3,C10,5.580797020078224,1.9188092659120188,5,7.86491127647,5.50994851816,7.61533463288,3.57022566521,3.34356500767
C4-A10-SL4-2_E03,D4P2,A09,4.9179231731792905,3.053767961908987,5,8.42126623377,2.5414997138,2.62508122157,8.87504210172,2.12672659504
C1-A10-SL2-2_H12,D4P3,F10,-0.3269636654703335,1.5732360993407615,6,2.94237012987,-0.618202633085,-0.876582718798,-1.31254061079,-1.9872010778,-0.109625082219
C1-A10-SL3-2_H12,D4P4,G10,-0.7465300695584658,1.526356099306791,5,-1.62793933491,-2.67149019062,1.88434048083,-0.319973054901,-0.997588248191
C4-A10-RX4-2_A08,D4P4,B11,15.183548004967301,3.6910573517757244,5,11.130275974,17.0692615913,16.3482781027,20.4951162007,10.8748081561
C4-A10-RX1-3_E05,D4P2,E07,92.85225859377337,28.647134072168505,5,94.5921266234,65.8729250143,105.081221572,138.969349949,59.7456698093
C1-A10-SL1-1_C10,D4P3,E04,14.323569340556185,2.5824078650359197,5,17.3096737264,10.9781550021,17.0890188434,14.2809026608,11.9600964701
C4-A10-RX1-3_E01,D4P2,E06,23.194719751451792,10.016388186532383,5,23.3969155844,12.0892959359,25.6270305393,40.400808353,14.4595483447
C1-A10-RX2-2_H09,D4P3,D03,1.8930483826413629,1.5620429060195464,5,3.40011448197,0.208710171142,3.79467186485,0.0336813742001,2.02806402105
C4-A10-RX4-3_A12,D4P4,D04,47.03759793059143,12.42833486686732,5,54.1270749857,32.3918185613,62.1182586095,54.4964634557,32.0543740408
C1-A10-RX2-2_H03,D4P3,D02,0.6597712519943342,2.7609969380771258,5,3.50314825415,-0.667872547655,3.91163092917,-3.50286291681,0.0548125411094
C1-A10-SL2-2_C12,D4P3,F09,0.14080818672392773,2.0231770463640997,6,1.72483766234,2.36977676016,-2.58800612217,2.00129954516,-2.2903334456,-0.372725279544
